payment_id,customer_id,amount,payment_method,hour_of_day,day_of_week,retry_count,failure_reason,failure_source,failure_step,failure_code,customer_tenure_days,previous_success_count,previous_failure_count,customer_recent_activity,historical_recovery_rate,recovered
P02647,C0688,9146.76,upi,11,Sunday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,76,4,3,high,0.5,1
P02648,C0417,2128.4,netbanking,9,Thursday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,293,7,2,medium,0.7,0
P02649,C0708,2530.75,netbanking,6,Wednesday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,1061,5,0,low,0.8333333333333334,1
P02650,C0998,1321.53,netbanking,23,Sunday,2,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,223,6,1,low,0.75,0
P02651,C0158,668.31,upi,7,Wednesday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1213,8,0,medium,0.8888888888888888,1
P02652,C0757,864.51,netbanking,10,Friday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,824,7,5,high,0.5384615384615384,1
P02653,C0500,1092.56,card,17,Friday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1378,9,0,medium,0.9,1
P02654,C0366,1531.85,card,15,Tuesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,655,4,2,medium,0.5714285714285714,0
P02655,C0340,4721.5,card,0,Wednesday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,547,8,4,medium,0.6153846153846154,0
P02656,C0858,1021.13,upi,5,Monday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,929,7,0,high,0.875,1
P02657,C0335,3034.14,card,16,Wednesday,1,incorrect_otp,customer,payment_authorization,SERVER_ERROR,1273,6,3,medium,0.6,0
P02658,C0583,6890.1,card,21,Wednesday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,880,5,2,high,0.625,0
P02659,C0327,1300.03,netbanking,12,Saturday,2,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1049,6,3,medium,0.6,0
P02660,C0114,1822.78,upi,22,Thursday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,260,6,2,medium,0.6666666666666666,0
P02661,C0797,796.27,netbanking,9,Thursday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1359,7,0,medium,0.875,1
P02662,C0919,1149.96,card,9,Sunday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,912,5,1,low,0.7142857142857143,0
P02663,C0418,11730.37,card,0,Friday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1106,7,3,medium,0.6363636363636364,0
P02664,C0468,4939.36,card,6,Saturday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,1026,4,2,high,0.5714285714285714,1
P02665,C0143,25579.72,card,19,Tuesday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,921,6,4,high,0.5454545454545454,0
P02666,C0609,1426.53,card,8,Tuesday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,687,6,1,medium,0.75,1
P02667,C0309,13472.73,card,10,Wednesday,2,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,499,16,0,medium,0.9411764705882353,0
P02668,C0401,1438.24,card,19,Saturday,1,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,80,4,1,medium,0.6666666666666666,1
P02669,C0320,1805.92,upi,1,Monday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,255,5,3,high,0.5555555555555556,0
P02670,C0212,45356.6,card,0,Thursday,2,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,759,10,2,medium,0.7692307692307693,0
P02671,C0317,1293.29,card,22,Monday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,467,8,0,medium,0.8888888888888888,0
P02672,C0185,14569.25,upi,11,Saturday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,347,7,3,medium,0.6363636363636364,0
P02673,C0205,2887.1,upi,6,Thursday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,249,5,2,medium,0.625,0
P02674,C0364,1015.42,netbanking,18,Saturday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1376,8,0,medium,0.8888888888888888,0
P02675,C0216,712.87,upi,4,Saturday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1492,4,3,high,0.5,1
P02676,C0246,3311.59,wallet,11,Wednesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,580,12,2,medium,0.8,0
P02677,C0239,969.22,netbanking,13,Tuesday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,432,4,3,medium,0.5,0
P02678,C0805,2218.21,upi,6,Saturday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,653,6,1,low,0.75,0
P02679,C0391,443.85,upi,7,Wednesday,2,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,429,7,4,low,0.5833333333333334,0
P02680,C0520,4248.89,card,13,Thursday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,426,6,2,high,0.6666666666666666,1
P02681,C0983,637.5,upi,11,Saturday,1,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,577,6,4,medium,0.5454545454545454,0
P02682,C0590,2807.12,upi,8,Tuesday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1078,8,2,medium,0.7272727272727273,0
P02683,C0836,747.11,netbanking,9,Monday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,110,9,3,low,0.6923076923076923,0
P02684,C0277,10156.6,upi,9,Monday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,1173,11,1,medium,0.8461538461538461,1
P02685,C0957,361.44,wallet,0,Friday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,642,4,2,medium,0.5714285714285714,0
P02686,C0202,2246.33,netbanking,21,Sunday,2,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,142,13,0,low,0.9285714285714286,0
P02687,C0214,5215.59,wallet,5,Monday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,276,4,1,medium,0.6666666666666666,1
P02688,C0606,4267.94,card,13,Friday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1268,9,1,low,0.8181818181818182,0
P02689,C0478,856.77,card,22,Tuesday,1,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1041,9,4,medium,0.6428571428571429,1
P02690,C0508,523.35,upi,8,Wednesday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,189,10,4,medium,0.6666666666666666,1
P02691,C0976,6511.93,upi,22,Saturday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1190,10,2,medium,0.7692307692307693,1
P02692,C0075,2634.18,card,22,Saturday,2,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1159,11,3,medium,0.7333333333333333,0
P02693,C0982,1020.74,upi,11,Sunday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,258,6,1,medium,0.75,0
P02694,C0669,6753.37,upi,18,Wednesday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,958,12,4,medium,0.7058823529411765,0
P02695,C0665,1698.16,card,19,Saturday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,1244,9,1,medium,0.8181818181818182,1
P02696,C0954,1544.75,upi,21,Tuesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,777,10,4,high,0.6666666666666666,1
P02697,C0142,1253.03,netbanking,22,Saturday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1068,5,1,high,0.7142857142857143,1
P02698,C0590,1394.85,upi,11,Sunday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1078,8,2,medium,0.7272727272727273,0
P02699,C0322,1345.47,upi,12,Saturday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,827,8,2,low,0.7272727272727273,0
P02700,C0694,4139.4,card,2,Tuesday,2,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,1312,7,3,high,0.6363636363636364,0
P02701,C0461,14053.63,upi,10,Thursday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,610,4,3,high,0.5,0
P02702,C0707,737.5,netbanking,1,Monday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,402,10,0,low,0.9090909090909091,0
P02703,C0670,2119.62,upi,17,Monday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,963,7,3,high,0.6363636363636364,0
P02704,C0146,2529.93,card,17,Monday,1,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1294,5,0,high,0.8333333333333334,1
P02705,C0054,4743.65,upi,23,Friday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,43,11,2,medium,0.7857142857142857,0
P02706,C0356,8009.02,netbanking,8,Monday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,957,9,1,high,0.8181818181818182,0
P02707,C0277,2541.83,card,0,Saturday,2,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1173,11,1,medium,0.8461538461538461,0
P02708,C0821,1576.42,upi,15,Saturday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,127,8,3,low,0.6666666666666666,0
P02709,C0595,5313.84,card,0,Thursday,1,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,598,6,0,high,0.8571428571428571,1
P02710,C0400,578.19,upi,20,Wednesday,2,network_error,gateway,payment_processing,GATEWAY_ERROR,883,12,1,high,0.8571428571428571,1
P02711,C0668,349.33,upi,19,Sunday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,853,11,2,medium,0.7857142857142857,1
P02712,C0516,39750.37,netbanking,23,Wednesday,2,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1470,7,3,medium,0.6363636363636364,0
P02713,C0499,1328.92,upi,4,Saturday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,1045,14,2,high,0.8235294117647058,0
P02714,C0311,1970.96,upi,16,Friday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1075,9,3,medium,0.6923076923076923,1
P02715,C0271,5134.9,netbanking,7,Thursday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,845,2,2,low,0.4,0
P02716,C0576,4217.49,card,5,Tuesday,2,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1286,8,2,medium,0.7272727272727273,0
P02717,C0449,7224.54,upi,0,Saturday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,663,9,0,high,0.9,1
P02718,C0112,7613.13,upi,12,Wednesday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,318,3,3,high,0.42857142857142855,1
P02719,C0239,704.54,card,17,Sunday,1,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,432,4,3,medium,0.5,0
P02720,C0144,10607.12,card,3,Thursday,1,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,893,8,4,medium,0.6153846153846154,1
P02721,C0374,4967.69,upi,14,Sunday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1157,7,3,medium,0.6363636363636364,1
P02722,C0020,4350.37,card,13,Sunday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,1467,9,2,high,0.75,0
P02723,C0576,4548.34,card,15,Tuesday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1286,8,2,medium,0.7272727272727273,1
P02724,C0289,319.8,wallet,4,Sunday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,943,5,3,high,0.5555555555555556,1
P02725,C0593,2416.5,upi,0,Friday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,1204,10,0,low,0.9090909090909091,1
P02726,C0197,1133.91,netbanking,22,Saturday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,1440,9,0,low,0.9,0
P02727,C0382,981.8,card,3,Monday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,437,9,0,medium,0.9,0
P02728,C0581,1830.09,netbanking,16,Saturday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,764,10,1,medium,0.8333333333333334,0
P02729,C0698,6805.27,upi,5,Thursday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1065,5,2,medium,0.625,0
P02730,C0679,3972.67,netbanking,3,Saturday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,109,5,2,low,0.625,1
P02731,C0717,4616.88,card,6,Wednesday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,761,5,4,high,0.5,0
P02732,C0492,1907.73,upi,0,Friday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,1153,11,4,high,0.6875,1
P02733,C0164,4342.9,upi,9,Saturday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1042,7,1,low,0.7777777777777778,0
P02734,C0606,2442.92,upi,12,Thursday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1268,9,1,low,0.8181818181818182,1
P02735,C0249,7701.14,netbanking,8,Friday,2,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,670,2,1,medium,0.5,0
P02736,C0068,5976.91,card,13,Tuesday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,235,4,3,medium,0.5,0
P02737,C0855,3497.55,netbanking,0,Thursday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,877,2,4,medium,0.2857142857142857,0
P02738,C0021,1337.7,netbanking,8,Saturday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,835,6,1,low,0.75,1
P02739,C0831,3916.64,upi,5,Saturday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1388,8,6,high,0.5333333333333333,0
P02740,C0512,3798.85,card,9,Monday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,986,5,4,high,0.5,1
P02741,C0597,3358.78,netbanking,10,Tuesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,138,8,4,high,0.6153846153846154,0
P02742,C0390,1852.21,upi,6,Monday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,541,7,2,high,0.7,1
P02743,C0536,1549.14,netbanking,19,Friday,2,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,646,7,2,high,0.7,0
P02744,C0111,4114.9,netbanking,21,Sunday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,448,12,3,high,0.75,1
P02745,C0949,1264.34,card,11,Monday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,257,8,0,medium,0.8888888888888888,1
P02746,C0863,2317.47,upi,21,Tuesday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,1248,10,0,high,0.9090909090909091,0
P02747,C0595,5360.8,upi,11,Tuesday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,598,6,0,high,0.8571428571428571,1
P02748,C0870,4635.45,netbanking,13,Tuesday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1456,14,2,medium,0.8235294117647058,1
P02749,C0460,937.05,card,9,Saturday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,733,5,1,medium,0.7142857142857143,0
P02750,C0078,4017.94,card,15,Friday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,759,9,3,high,0.6923076923076923,0
P02751,C0434,22740.01,netbanking,21,Wednesday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,399,12,1,high,0.8571428571428571,1
P02752,C0380,5858.19,card,3,Friday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,567,8,1,high,0.8,0
P02753,C0652,2265.19,upi,22,Tuesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,783,8,1,high,0.8,1
P02754,C0440,11020.3,card,13,Friday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,1111,13,3,medium,0.7647058823529411,0
P02755,C0888,26881.35,upi,1,Sunday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1174,7,0,medium,0.875,1
P02756,C0783,7068.17,upi,1,Thursday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1499,6,7,medium,0.42857142857142855,0
P02757,C0339,527.66,upi,10,Sunday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1426,8,2,high,0.7272727272727273,0
P02758,C0988,5523.75,wallet,10,Sunday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,497,9,1,medium,0.8181818181818182,0
P02759,C0424,11484.89,card,5,Thursday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,906,7,4,high,0.5833333333333334,0
P02760,C0169,378.44,card,2,Wednesday,1,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1384,7,2,medium,0.7,1
P02761,C0709,7609.22,upi,22,Sunday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1175,8,1,high,0.8,0
P02762,C0965,2432.99,upi,8,Friday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1342,11,2,medium,0.7857142857142857,0
P02763,C0262,11108.2,upi,2,Sunday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1357,8,1,low,0.8,1
P02764,C0727,2776.22,card,0,Sunday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,761,9,1,medium,0.8181818181818182,0
P02765,C0579,4201.62,netbanking,1,Saturday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,484,13,5,high,0.6842105263157895,1
P02766,C0229,4272.66,upi,14,Sunday,1,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,638,10,1,high,0.8333333333333334,0
P02767,C0161,6088.22,card,10,Friday,1,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,607,10,4,high,0.6666666666666666,0
P02768,C0427,4661.55,upi,7,Thursday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1403,8,1,low,0.8,1
P02769,C0122,1213.06,card,15,Tuesday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,1086,7,3,low,0.6363636363636364,0
P02770,C0149,2291.3,card,22,Monday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,125,10,4,medium,0.6666666666666666,0
P02771,C0852,2961.41,card,16,Tuesday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,140,10,0,medium,0.9090909090909091,0
P02772,C0705,10202.19,card,2,Wednesday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1461,12,3,low,0.75,0
P02773,C0743,4838.33,card,7,Monday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1058,7,2,medium,0.7,0
P02774,C0111,1544.43,upi,6,Tuesday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,448,12,3,high,0.75,0
P02775,C0657,1188.33,upi,20,Friday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,858,7,2,low,0.7,1
P02776,C0221,5737.32,upi,2,Saturday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,796,12,1,low,0.8571428571428571,1
P02777,C0904,1854.14,card,6,Sunday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,332,4,1,high,0.6666666666666666,1
P02778,C0064,6330.88,netbanking,4,Friday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,1481,5,4,medium,0.5,0
P02779,C0638,2819.22,netbanking,0,Thursday,2,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1185,10,2,high,0.7692307692307693,0
P02780,C0730,12837.24,wallet,4,Friday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,938,10,2,low,0.7692307692307693,0
P02781,C0796,1426.51,card,2,Friday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,800,9,1,low,0.8181818181818182,0
P02782,C0354,12566.16,upi,17,Wednesday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,282,11,2,medium,0.7857142857142857,1
P02783,C0474,7970.29,card,18,Sunday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1100,6,5,low,0.5,0
P02784,C0909,1919.08,netbanking,9,Saturday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,503,5,3,high,0.5555555555555556,1
P02785,C0748,1238.51,card,3,Monday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,175,8,1,low,0.8,1
P02786,C0485,20489.91,card,12,Tuesday,1,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,370,14,1,medium,0.875,1
P02787,C0013,1208.79,upi,0,Tuesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1426,13,2,medium,0.8125,0
P02788,C0934,4049.64,upi,3,Wednesday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1326,7,2,high,0.7,0
P02789,C0153,4210.58,upi,8,Monday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,778,7,6,low,0.5,0
P02790,C0239,3010.93,card,16,Sunday,2,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,432,4,3,medium,0.5,0
P02791,C0190,6511.62,upi,10,Friday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,1427,11,1,medium,0.8461538461538461,1
P02792,C0663,1175.48,netbanking,6,Saturday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,219,8,3,low,0.6666666666666666,1
P02793,C0086,20600.39,netbanking,23,Sunday,2,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1305,12,2,high,0.8,0
P02794,C0021,1306.99,upi,6,Wednesday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,835,6,1,low,0.75,1
P02795,C0694,2581.35,upi,12,Friday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1312,7,3,high,0.6363636363636364,0
P02796,C0319,707.56,card,18,Tuesday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,56,9,3,high,0.6923076923076923,1
P02797,C0158,8485.49,card,16,Wednesday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1213,8,0,medium,0.8888888888888888,1
P02798,C0971,19694.82,card,17,Saturday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1403,11,4,low,0.6875,0
P02799,C0964,22206.54,upi,12,Wednesday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1430,5,2,medium,0.625,0
P02800,C0481,9271.69,upi,16,Wednesday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,941,11,0,medium,0.9166666666666666,1
P02801,C0879,2056.7,upi,17,Sunday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,553,4,1,low,0.6666666666666666,1
P02802,C0076,2986.09,card,20,Tuesday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,732,10,3,high,0.7142857142857143,0
P02803,C0329,2158.34,upi,19,Saturday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,688,9,0,high,0.9,1
P02804,C0416,886.12,card,1,Tuesday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1022,4,1,high,0.6666666666666666,0
P02805,C0203,2218.35,upi,18,Thursday,2,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,31,9,2,high,0.75,0
P02806,C0229,7396.49,card,14,Saturday,1,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,638,10,1,high,0.8333333333333334,1
P02807,C0152,1252.65,upi,8,Tuesday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,260,9,2,high,0.75,1
P02808,C0775,304.6,upi,13,Saturday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1198,6,0,medium,0.8571428571428571,0
P02809,C0072,851.5,card,18,Tuesday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,1051,8,1,medium,0.8,1
P02810,C0225,6756.21,card,7,Friday,1,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,227,5,1,low,0.7142857142857143,0
P02811,C0473,534.75,upi,11,Tuesday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1122,10,0,medium,0.9090909090909091,1
P02812,C0897,1859.4,card,16,Saturday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1079,10,0,high,0.9090909090909091,1
P02813,C0643,2031.19,upi,11,Monday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,905,8,0,medium,0.8888888888888888,1
P02814,C0360,3858.37,upi,14,Friday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,157,14,8,high,0.6086956521739131,1
P02815,C0540,3769.15,card,4,Saturday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,442,9,1,medium,0.8181818181818182,0
P02816,C0811,4448.04,upi,1,Saturday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,882,9,1,medium,0.8181818181818182,1
P02817,C0609,2569.13,netbanking,19,Saturday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,687,6,1,medium,0.75,1
P02818,C0046,1159.18,upi,17,Thursday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,676,9,0,medium,0.9,1
P02819,C0001,7342.26,wallet,2,Monday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,1156,8,3,medium,0.6666666666666666,1
P02820,C0678,510.95,card,4,Thursday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1202,8,2,medium,0.7272727272727273,0
P02821,C0245,6511.06,upi,1,Wednesday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,958,10,2,high,0.7692307692307693,0
P02822,C0219,9358.99,upi,8,Sunday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,152,11,1,high,0.8461538461538461,1
P02823,C0614,30845.51,netbanking,23,Wednesday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,983,10,0,low,0.9090909090909091,1
P02824,C0291,1402.21,card,4,Wednesday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,367,7,2,medium,0.7,1
P02825,C0458,1702.42,card,16,Sunday,1,incorrect_otp,customer,payment_authorization,SERVER_ERROR,1325,8,2,low,0.7272727272727273,0
P02826,C0204,3144.24,card,20,Tuesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,671,7,3,high,0.6363636363636364,0
P02827,C0202,2918.24,netbanking,19,Sunday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,142,13,0,low,0.9285714285714286,0
P02828,C0566,6867.97,upi,14,Tuesday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,91,10,3,medium,0.7142857142857143,0
P02829,C0482,5026.42,netbanking,12,Friday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,247,8,3,low,0.6666666666666666,0
P02830,C0792,2096.7,card,8,Monday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,279,6,1,high,0.75,1
P02831,C0511,2702.45,card,1,Sunday,2,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,409,7,0,low,0.875,0
P02832,C0924,7580.4,card,22,Monday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,392,7,4,low,0.5833333333333334,0
P02833,C0278,840.34,upi,1,Saturday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,657,6,4,low,0.5454545454545454,0
P02834,C0016,2359.73,netbanking,10,Wednesday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,160,8,0,low,0.8888888888888888,0
P02835,C0525,5191.22,card,2,Wednesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,783,6,3,high,0.6,0
P02836,C0356,1025.91,netbanking,2,Saturday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,957,9,1,high,0.8181818181818182,0
