customer_id,customer_tenure_days,previous_success_count,previous_failure_count,customer_recent_activity,historical_recovery_rate
C0691,1196,6,2,low,0.6666666666666666
C0692,1468,8,3,high,0.6666666666666666
C0693,1426,8,2,high,0.7272727272727273
C0694,1312,7,3,high,0.6363636363636364
C0695,685,9,5,medium,0.6
C0696,500,9,3,low,0.6923076923076923
C0697,1000,6,1,medium,0.75
C0698,1065,5,2,medium,0.625
C0699,1383,7,1,high,0.7777777777777778
C0700,765,8,2,medium,0.7272727272727273
C0701,813,8,1,medium,0.8
C0702,997,7,2,medium,0.7
C0703,387,8,1,medium,0.8
C0704,1001,5,3,medium,0.5555555555555556
C0705,1461,12,3,low,0.75
C0706,697,7,3,medium,0.6363636363636364
C0707,402,10,0,low,0.9090909090909091
C0708,1061,5,0,low,0.8333333333333334
C0709,1175,8,1,high,0.8
C0710,1401,6,1,medium,0.75
C0711,705,6,4,high,0.5454545454545454
C0712,119,11,1,high,0.8461538461538461
C0713,727,10,2,medium,0.7692307692307693
C0714,1369,9,1,high,0.8181818181818182
C0715,1231,9,2,low,0.75
C0716,569,9,0,high,0.9
C0717,761,5,4,high,0.5
C0718,898,11,2,high,0.7857142857142857
C0719,70,7,0,low,0.875
C0720,769,6,2,medium,0.6666666666666666
C0721,531,5,3,low,0.5555555555555556
C0722,988,10,2,medium,0.7692307692307693
C0723,1198,8,2,high,0.7272727272727273
C0724,1254,10,2,medium,0.7692307692307693
C0725,958,9,0,medium,0.9
C0726,490,10,0,high,0.9090909090909091
C0727,761,9,1,medium,0.8181818181818182
C0728,781,9,3,high,0.6923076923076923
C0729,954,11,4,high,0.6875
C0730,938,10,2,low,0.7692307692307693
C0731,1306,7,2,medium,0.7
C0732,419,9,2,medium,0.75
C0733,912,9,0,medium,0.9
C0734,285,2,0,high,0.6666666666666666
C0735,738,11,0,high,0.9166666666666666
C0736,479,9,0,medium,0.9
C0737,39,5,1,medium,0.7142857142857143
C0738,853,2,2,medium,0.4
C0739,827,6,3,medium,0.6
C0740,1295,6,6,low,0.46153846153846156
C0741,1304,6,3,medium,0.6
C0742,906,8,2,low,0.7272727272727273
C0743,1058,7,2,medium,0.7
C0744,1172,7,0,medium,0.875
C0745,1045,6,1,high,0.75
C0746,403,8,2,high,0.7272727272727273
C0747,1118,9,1,medium,0.8181818181818182
C0748,175,8,1,low,0.8
C0749,253,7,0,medium,0.875
C0750,1292,12,0,medium,0.9230769230769231
C0751,206,8,3,medium,0.6666666666666666
C0752,882,6,1,high,0.75
C0753,1335,9,1,medium,0.8181818181818182
C0754,92,7,4,medium,0.5833333333333334
C0755,1270,8,3,medium,0.6666666666666666
C0756,856,9,2,high,0.75
C0757,824,7,5,high,0.5384615384615384
C0758,718,7,2,medium,0.7
C0759,134,6,1,medium,0.75
C0760,1152,7,4,medium,0.5833333333333334
C0761,540,10,4,low,0.6666666666666666
C0762,414,10,4,medium,0.6666666666666666
C0763,434,7,3,medium,0.6363636363636364
C0764,852,10,1,low,0.8333333333333334
C0765,547,6,3,low,0.6
C0766,505,8,0,medium,0.8888888888888888
C0767,738,7,0,high,0.875
C0768,800,7,4,medium,0.5833333333333334
C0769,1490,8,5,high,0.5714285714285714
C0770,1076,9,2,medium,0.75
C0771,1026,9,1,medium,0.8181818181818182
C0772,706,10,1,medium,0.8333333333333334
C0773,743,7,1,high,0.7777777777777778
C0774,112,4,3,low,0.5
C0775,1198,6,0,medium,0.8571428571428571
C0776,1138,7,2,medium,0.7
C0777,1131,6,0,medium,0.8571428571428571
C0778,486,10,2,high,0.7692307692307693
C0779,30,7,0,low,0.875
C0780,80,15,5,medium,0.7142857142857143
C0781,714,5,2,medium,0.625
C0782,746,5,2,high,0.625
C0783,1499,6,7,medium,0.42857142857142855
C0784,478,8,1,high,0.8
C0785,910,13,3,high,0.7647058823529411
C0786,517,8,0,medium,0.8888888888888888
C0787,63,6,1,medium,0.75
C0788,1401,13,2,medium,0.8125
C0789,124,5,1,high,0.7142857142857143
C0790,1125,7,2,low,0.7
C0791,183,6,0,medium,0.8571428571428571
C0792,279,6,1,high,0.75
C0793,703,7,0,medium,0.875
C0794,467,8,4,medium,0.6153846153846154
C0795,147,6,2,medium,0.6666666666666666
C0796,800,9,1,low,0.8181818181818182
C0797,1359,7,0,medium,0.875
C0798,297,6,8,medium,0.4
C0799,1107,6,1,high,0.75
C0800,265,6,3,medium,0.6
C0801,418,5,2,high,0.625
C0802,1019,7,1,medium,0.7777777777777778
C0803,792,4,1,low,0.6666666666666666
C0804,430,12,4,high,0.7058823529411765
C0805,653,6,1,low,0.75
C0806,796,10,1,high,0.8333333333333334
C0807,1356,4,2,high,0.5714285714285714
C0808,948,8,2,medium,0.7272727272727273
C0809,1260,2,0,medium,0.6666666666666666
C0810,1282,6,2,medium,0.6666666666666666
C0811,882,9,1,medium,0.8181818181818182
C0812,607,6,3,medium,0.6
C0813,104,10,1,medium,0.8333333333333334
C0814,464,6,2,medium,0.6666666666666666
C0815,132,8,6,low,0.5333333333333333
C0816,1475,3,3,high,0.42857142857142855
C0817,793,5,0,high,0.8333333333333334
C0818,767,11,2,medium,0.7857142857142857
C0819,835,9,4,high,0.6428571428571429
C0820,1359,7,0,medium,0.875
C0821,127,8,3,low,0.6666666666666666
C0822,827,4,2,medium,0.5714285714285714
C0823,1388,12,3,medium,0.75
C0824,888,11,2,medium,0.7857142857142857
C0825,464,6,3,high,0.6
C0826,476,9,1,high,0.8181818181818182
C0827,1361,14,3,medium,0.7777777777777778
C0828,278,8,1,high,0.8
C0829,195,8,5,low,0.5714285714285714
C0830,1013,6,0,low,0.8571428571428571
C0831,1388,8,6,high,0.5333333333333333
C0832,1049,6,3,medium,0.6
C0833,571,11,2,medium,0.7857142857142857
C0834,788,5,3,medium,0.5555555555555556
C0835,1159,12,1,medium,0.8571428571428571
C0836,110,9,3,low,0.6923076923076923
C0837,162,11,1,medium,0.8461538461538461
C0838,826,6,2,low,0.6666666666666666
C0839,929,9,2,low,0.75
C0840,167,9,1,medium,0.8181818181818182
C0841,213,9,2,medium,0.75
C0842,1454,9,2,high,0.75
C0843,1383,7,2,low,0.7
C0844,814,5,5,low,0.45454545454545453
C0845,1013,2,1,medium,0.5
C0846,98,9,0,medium,0.9
C0847,575,6,4,low,0.5454545454545454
C0848,82,7,4,low,0.5833333333333334
C0849,234,4,3,high,0.5
C0850,155,9,4,high,0.6428571428571429
C0851,72,8,2,medium,0.7272727272727273
C0852,140,10,0,medium,0.9090909090909091
C0853,790,9,0,medium,0.9
C0854,1236,9,3,medium,0.6923076923076923
C0855,877,2,4,medium,0.2857142857142857
C0856,124,6,2,high,0.6666666666666666
C0857,1427,7,0,low,0.875
C0858,929,7,0,high,0.875
C0859,389,9,1,low,0.8181818181818182
C0860,929,6,1,medium,0.75
C0861,310,6,2,low,0.6666666666666666
C0862,1248,10,0,low,0.9090909090909091
C0863,1248,10,0,high,0.9090909090909091
C0864,696,12,1,medium,0.8571428571428571
C0865,122,8,2,low,0.7272727272727273
C0866,701,5,1,high,0.7142857142857143
C0867,90,8,4,high,0.6153846153846154
C0868,663,8,2,high,0.7272727272727273
C0869,1104,8,3,high,0.6666666666666666
C0870,1456,14,2,medium,0.8235294117647058
C0871,1058,2,3,high,0.3333333333333333
C0872,633,7,0,high,0.875
C0873,711,7,4,high,0.5833333333333334
C0874,563,5,2,high,0.625
C0875,1458,7,2,medium,0.7
C0876,867,8,1,high,0.8
C0877,674,8,2,medium,0.7272727272727273
C0878,262,12,1,medium,0.8571428571428571
C0879,553,4,1,low,0.6666666666666666
C0880,375,6,0,high,0.8571428571428571
C0881,1099,8,3,medium,0.6666666666666666
C0882,575,9,5,medium,0.6
C0883,1131,6,2,medium,0.6666666666666666
C0884,1126,11,1,high,0.8461538461538461
C0885,823,6,0,medium,0.8571428571428571
C0886,278,9,1,high,0.8181818181818182
C0887,76,12,2,high,0.8
C0888,1174,7,0,medium,0.875
C0889,243,14,2,medium,0.8235294117647058
C0890,268,6,1,high,0.75
C0891,1109,9,1,high,0.8181818181818182
C0892,379,8,5,high,0.5714285714285714
C0893,136,10,0,medium,0.9090909090909091
C0894,860,9,2,high,0.75
C0895,77,5,0,medium,0.8333333333333334
C0896,366,7,0,medium,0.875
C0897,1079,10,0,high,0.9090909090909091
C0898,833,6,3,low,0.6
C0899,1310,7,4,high,0.5833333333333334
C0900,37,8,4,medium,0.6153846153846154
C0901,654,6,1,high,0.75
C0902,1306,5,2,low,0.625
C0903,748,7,2,medium,0.7
C0904,332,4,1,high,0.6666666666666666
C0905,668,12,3,low,0.75
C0906,85,12,3,low,0.75
C0907,755,9,2,high,0.75
C0908,555,7,1,medium,0.7777777777777778
C0909,503,5,3,high,0.5555555555555556
C0910,57,5,0,low,0.8333333333333334
C0911,107,7,3,medium,0.6363636363636364
C0912,1269,6,2,high,0.6666666666666666
C0913,1439,7,1,high,0.7777777777777778
C0914,394,9,3,medium,0.6923076923076923
C0915,695,8,3,medium,0.6666666666666666
C0916,555,6,2,high,0.6666666666666666
C0917,728,9,3,medium,0.6923076923076923
C0918,1365,8,2,medium,0.7272727272727273
C0919,912,5,1,low,0.7142857142857143
C0920,1060,9,3,medium,0.6923076923076923
C0921,1056,6,1,medium,0.75
C0922,948,8,2,medium,0.7272727272727273
C0923,779,6,2,medium,0.6666666666666666
C0924,392,7,4,low,0.5833333333333334
C0925,1327,8,1,low,0.8
C0926,835,5,1,high,0.7142857142857143
C0927,768,8,2,medium,0.7272727272727273
C0928,1068,5,3,high,0.5555555555555556
C0929,1245,9,1,high,0.8181818181818182
C0930,514,11,1,low,0.8461538461538461
C0931,57,8,2,medium,0.7272727272727273
C0932,743,6,1,low,0.75
C0933,1092,11,2,high,0.7857142857142857
C0934,1326,7,2,high,0.7
C0935,1284,10,1,medium,0.8333333333333334
C0936,115,8,1,high,0.8
C0937,155,9,2,medium,0.75
C0938,841,7,1,medium,0.7777777777777778
C0939,566,7,2,high,0.7
C0940,174,12,2,low,0.8
C0941,1265,3,3,medium,0.42857142857142855
C0942,54,6,3,medium,0.6
C0943,1447,9,2,high,0.75
C0944,96,8,4,medium,0.6153846153846154
C0945,262,8,4,high,0.6153846153846154
C0946,138,7,1,low,0.7777777777777778
C0947,1199,9,3,medium,0.6923076923076923
C0948,140,11,1,high,0.8461538461538461
C0949,257,8,0,medium,0.8888888888888888
C0950,140,7,3,high,0.6363636363636364
C0951,63,8,3,low,0.6666666666666666
C0952,652,15,0,low,0.9375
C0953,1422,14,0,low,0.9333333333333333
C0954,777,10,4,high,0.6666666666666666
C0955,624,6,1,medium,0.75
C0956,454,13,4,high,0.7222222222222222
C0957,642,4,2,medium,0.5714285714285714
C0958,721,4,2,medium,0.5714285714285714
C0959,1335,7,3,medium,0.6363636363636364
C0960,1373,10,2,high,0.7692307692307693
C0961,1496,13,2,high,0.8125
C0962,344,6,0,high,0.8571428571428571
C0963,906,10,3,low,0.7142857142857143
C0964,1430,5,2,medium,0.625
C0965,1342,11,2,medium,0.7857142857142857
C0966,1490,6,1,high,0.75
C0967,691,8,1,medium,0.8
C0968,306,4,1,medium,0.6666666666666666
C0969,653,8,3,medium,0.6666666666666666
C0970,545,9,1,medium,0.8181818181818182
C0971,1403,11,4,low,0.6875
C0972,872,8,2,high,0.7272727272727273
C0973,1499,8,1,medium,0.8
C0974,379,9,1,high,0.8181818181818182
C0975,852,13,3,high,0.7647058823529411
C0976,1190,10,2,medium,0.7692307692307693
C0977,788,9,0,medium,0.9
C0978,928,8,3,low,0.6666666666666666
C0979,272,7,1,high,0.7777777777777778
C0980,572,12,0,medium,0.9230769230769231
C0981,1093,2,6,medium,0.2222222222222222
C0982,258,6,1,medium,0.75
C0983,577,6,4,medium,0.5454545454545454
C0984,949,6,3,medium,0.6
C0985,1276,13,3,medium,0.7647058823529411
C0986,35,6,3,high,0.6
C0987,1375,6,3,high,0.6
C0988,497,9,1,medium,0.8181818181818182
C0989,104,8,0,medium,0.8888888888888888
C0990,33,14,1,high,0.875
C0991,675,6,1,low,0.75
C0992,147,4,0,high,0.8
C0993,910,9,1,medium,0.8181818181818182
C0994,533,7,3,high,0.6363636363636364
C0995,976,8,0,medium,0.8888888888888888
C0996,603,8,0,medium,0.8888888888888888
C0997,1494,10,2,high,0.7692307692307693
C0998,223,6,1,low,0.75
C0999,876,4,4,medium,0.4444444444444444
C1000,744,10,0,medium,0.9090909090909091
