payment_id,amount,recovery_probability,expected_recoverable_revenue,recovery_priority,confidence,retry_count,action,status,timestamp,reason,recovery_message,payment_link_id,payment_link_url,payment_link_status
P02014,3733.84,0.48120728475530267,1796.7510081107393,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.686713,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P02595,7186.7,0.24996614048127658,1796.4316617967904,Medium,Medium,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.686737,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹7,186.70 could not be completed because the payment authentication could not be completed.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_0a80f4ed72ea,https://rzp.io/i/mock_f4ed72ea,created
P09116,4101.14,0.43787514797687493,1795.787284373881,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.686773,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,101.14 could not be completed because your bank was unable to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_f067b4a19ce4,https://rzp.io/i/mock_b4a19ce4,created
P01620,5867.5,0.3059946395793913,1795.4235477320785,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.686810,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹5,867.50 could not be completed because the payment authentication could not be completed.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_000da559d98e,https://rzp.io/i/mock_a559d98e,created
P02928,4466.67,0.4012557556096283,1792.2770459088583,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.686847,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,466.67 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_f60d659c751a,https://rzp.io/i/mock_659c751a,created
P04001,4962.59,0.3610117521127066,1791.5533109169967,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.686884,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P03134,6818.98,0.2623596870981786,1789.0254591287378,Medium,Medium,2,STOP,BLOCKED,2026-08-31T00:01:34.686911,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P07566,3335.45,0.5348901514148788,1784.0993555367575,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.686936,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,335.45 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_17db54c9f748,https://rzp.io/i/mock_54c9f748,created
P03249,5318.6,0.33544396405619403,1784.0922672292736,Medium,High,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.686974,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹5,318.60 could not be completed because the payment authentication could not be completed.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_f3764cb963ef,https://rzp.io/i/mock_4cb963ef,created
P06388,5383.27,0.33092628334307495,1781.4655333322753,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687010,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹5,383.27 could not be completed because your bank was unable to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_5fedc1c81858,https://rzp.io/i/mock_c1c81858,created
P08816,8917.98,0.19928129614580087,1777.1866134023292,Medium,High,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687047,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹8,917.98 could not be completed because your card appears to have expired.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_c82af593aafe,https://rzp.io/i/mock_f593aafe,created
P09726,4125.41,0.4306596553015258,1776.6476485774674,Medium,Medium,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687085,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,125.41 could not be completed because a temporary network issue interrupted the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_abfd3908ffdf,https://rzp.io/i/mock_3908ffdf,created
P05943,3349.34,0.5302482102120814,1775.9815403917326,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687123,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,349.34 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_3c7f149987f6,https://rzp.io/i/mock_149987f6,created
P09975,6714.6,0.2643424313850364,1774.9536897779653,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687161,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹6,714.60 could not be completed because your card payment was declined by the issuing bank.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_ad621a27b358,https://rzp.io/i/mock_1a27b358,created
P01642,3742.34,0.4740100746310091,1773.9068626946107,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.687199,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P08945,4602.15,0.3852167299358276,1772.825173674169,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687225,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,602.15 could not be completed because your card appears to have expired.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_22fde9ab8ff8,https://rzp.io/i/mock_e9ab8ff8,created
P09208,6186.67,0.2864009446541111,1771.8681322632494,Medium,Medium,2,STOP,BLOCKED,2026-08-31T00:01:34.687262,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P07261,3817.43,0.46285138670299414,1766.9027691416109,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687287,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,817.43 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_61c8a1ef946b,https://rzp.io/i/mock_a1ef946b,created
P04246,4111.61,0.42915177075415784,1764.5047121505027,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687323,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,111.61 could not be completed because your bank was unable to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_a33ef7253797,https://rzp.io/i/mock_f7253797,created
P06136,5382.29,0.3277162819937453,1763.8640674121154,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.687361,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P09478,3501.62,0.5036465482591278,1763.5788263151271,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.687385,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P04302,3807.24,0.46274838443727795,1761.794159164982,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.687409,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P01278,3829.32,0.45958102550130014,1759.8828125726388,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687433,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,829.32 could not be completed because the payment authentication could not be completed.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_e456e9298310,https://rzp.io/i/mock_e9298310,created
P00046,4758.16,0.3696040628550687,1758.6352677144737,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687475,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,758.16 could not be completed because your bank was unable to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_8ceeaf919b76,https://rzp.io/i/mock_af919b76,created
P04994,4487.4,0.3918857692249274,1758.548200819939,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687513,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,487.40 could not be completed because the payment authentication could not be completed.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_15e4fa027e76,https://rzp.io/i/mock_fa027e76,created
P05651,3884.59,0.45231331240137107,1757.0517702212421,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687550,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,884.59 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_b7d02fadc195,https://rzp.io/i/mock_2fadc195,created
P05491,5462.84,0.321194691376674,1754.6352078401499,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687587,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹5,462.84 could not be completed because the OTP verification was unsuccessful.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_902909ea7ecf,https://rzp.io/i/mock_09ea7ecf,created
P01177,4971.63,0.35254037242799546,1752.7002917741952,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687624,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,971.63 could not be completed because the OTP verification was unsuccessful.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_084c9d4a0402,https://rzp.io/i/mock_9d4a0402,created
P01246,7623.97,0.22926373515193652,1747.8998388863095,Medium,Medium,2,STOP,BLOCKED,2026-08-31T00:01:34.687664,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P02457,3288.74,0.5313291722939424,1747.40350208998,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687692,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,288.74 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_bc138cdf4552,https://rzp.io/i/mock_8cdf4552,created
P05590,4265.74,0.4093376877354081,1746.1281480804396,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.687734,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P03334,3752.45,0.46312287929005586,1737.84544839197,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687761,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,752.45 could not be completed because the payment authentication could not be completed.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_6b536b5513f9,https://rzp.io/i/mock_6b5513f9,created
P05127,6093.9,0.2849322424375963,1736.348592190468,Medium,Medium,2,STOP,BLOCKED,2026-08-31T00:01:34.687799,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P05237,3811.31,0.45461422153850806,1732.6757286919312,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687825,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,811.31 could not be completed because a temporary network issue interrupted the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_f6a643fd45d1,https://rzp.io/i/mock_43fd45d1,created
P06644,4116.51,0.4196264562592311,1727.3965034556875,Medium,High,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687864,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,116.51 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_be666713aaaf,https://rzp.io/i/mock_6713aaaf,created
P00357,5838.14,0.2957724840942061,1726.7611702897484,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687901,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹5,838.14 could not be completed because the payment authentication could not be completed.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_4078da2c2e79,https://rzp.io/i/mock_da2c2e79,created
P07127,3860.18,0.4461159785730469,1722.0879781681042,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.687946,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,860.18 could not be completed because your bank was unable to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_251cf2cc73d3,https://rzp.io/i/mock_f2cc73d3,created
P05141,3193.99,0.5389464102623174,1721.389444913739,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.687995,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P09288,5392.41,0.31867718177396126,1718.4380217697264,Medium,Medium,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.688024,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹5,392.41 could not be completed because your card appears to have expired.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_3a42e19fc0b2,https://rzp.io/i/mock_e19fc0b2,created
P02332,5016.02,0.34169220903522635,1713.9349543648761,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.688066,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P09634,3818.41,0.4483183833847829,1711.863398300289,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.688093,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,818.41 could not be completed because the OTP verification was unsuccessful.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_373b4846e297,https://rzp.io/i/mock_4846e297,created
P09275,5282.63,0.32396647218207925,1711.3950049432174,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.688134,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P08596,3421.53,0.5000400915767133,1710.9021745324717,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.689746,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,421.53 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_cc712ced02f0,https://rzp.io/i/mock_2ced02f0,created
P01729,6102.22,0.28028924881072986,1710.386659877812,Medium,Medium,2,STOP,BLOCKED,2026-08-31T00:01:34.690122,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P08370,4079.25,0.4192621021747878,1710.2749302965033,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.690201,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,079.25 could not be completed because your bank was unable to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_4ff55f780065,https://rzp.io/i/mock_5f780065,created
P04440,5051.03,0.33817948609928244,1708.1547296720585,Medium,Low,1,STOP,BLOCKED,2026-08-31T00:01:34.690364,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P04985,5254.17,0.3249417463184032,1707.2991752537646,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.690407,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P08549,5160.47,0.32973439429496165,1701.5844497273208,Medium,Medium,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.690441,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹5,160.47 could not be completed because the payment authentication could not be completed.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_ff017afd4d81,https://rzp.io/i/mock_7afd4d81,created
P05014,3493.15,0.48634555022953324,1698.8779587842942,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.690503,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P04185,3263.84,0.5200202644764647,1697.2629400088645,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.690539,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,263.84 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_768a1340fda8,https://rzp.io/i/mock_1340fda8,created
P03368,3596.57,0.4718045805997719,1696.8782004477218,Medium,Medium,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.690590,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,596.57 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_2b3214f7d3c1,https://rzp.io/i/mock_14f7d3c1,created
P06624,3476.48,0.48577319013949516,1688.7807800561523,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.690639,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,476.48 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_961682cee16f,https://rzp.io/i/mock_82cee16f,created
P03634,4378.96,0.38541294004853416,1687.707847954929,Medium,Medium,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.690684,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,378.96 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_704d11d44c01,https://rzp.io/i/mock_11d44c01,created
P07245,5673.48,0.2964954263593361,1682.1608715411662,Medium,Medium,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.690730,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹5,673.48 could not be completed because your bank was unable to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_aff2452914f2,https://rzp.io/i/mock_452914f2,created
P02722,4350.37,0.38666499436632007,1682.1357915414078,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.690806,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,350.37 could not be completed because your card appears to have expired.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_4869f8f7c87e,https://rzp.io/i/mock_f8f7c87e,created
P07134,4310.83,0.39007557918387037,1681.549509013204,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.690880,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,310.83 could not be completed because the payment authentication could not be completed.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_e7fed5746b26,https://rzp.io/i/mock_d5746b26,created
P09672,5186.18,0.324153732759533,1681.1196057628351,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.690929,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹5,186.18 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_9f0601f40086,https://rzp.io/i/mock_01f40086,created
P05029,3253.15,0.516523328831119,1680.3278671869546,Medium,Medium,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.690972,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,253.15 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_ca8e8ebaa375,https://rzp.io/i/mock_8ebaa375,created
P05353,3354.05,0.5002328503531555,1677.8059917270011,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.691014,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P00109,5257.86,0.3186773585620436,1675.5609364890265,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.691052,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P04290,4856.21,0.34476664659002876,1674.2592368369635,Medium,Medium,2,STOP,BLOCKED,2026-08-31T00:01:34.691087,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P02897,3804.98,0.4390367058261189,1670.525884934266,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.691115,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P05901,6126.92,0.27256517168962036,1669.9850017285687,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.691142,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P09242,6251.95,0.26710661875006847,1669.9372250944905,Medium,High,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.691169,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹6,251.95 could not be completed because your card payment was declined by the issuing bank.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_35aec8d911be,https://rzp.io/i/mock_c8d911be,created
P04345,3469.05,0.47901841459083794,1661.7388311363463,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.691223,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,469.05 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_04ed38472d52,https://rzp.io/i/mock_38472d52,created
P08464,3927.57,0.42268779475743284,1660.1359020554505,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.691269,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,927.57 could not be completed because your bank was unable to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_41317e06b07e,https://rzp.io/i/mock_7e06b07e,created
P04187,3171.81,0.5226634315013456,1657.789098670283,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.691320,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,171.81 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_456e9c500843,https://rzp.io/i/mock_9c500843,created
P02169,5111.31,0.3243062301683062,1657.6296773215652,Medium,Medium,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.691389,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹5,111.31 could not be completed because your card appears to have expired.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_4d8d495f1e99,https://rzp.io/i/mock_495f1e99,created
P00803,5519.56,0.300257486042926,1657.2892096630928,Medium,Medium,2,STOP,BLOCKED,2026-08-31T00:01:34.691469,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P02966,3804.76,0.4342621282742753,1652.2631751728318,Medium,High,2,STOP,BLOCKED,2026-08-31T00:01:34.691545,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P09300,7107.34,0.23216007711841796,1650.0406025068169,Medium,Medium,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.691590,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹7,107.34 could not be completed because your card payment was declined by the issuing bank.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_e2c60953af72,https://rzp.io/i/mock_0953af72,created
P08115,4813.8,0.3427234406095079,1649.802098406049,Medium,High,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.691660,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,813.80 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_a07b9e4d5c3a,https://rzp.io/i/mock_9e4d5c3a,created
P00494,5971.87,0.2761110736171461,1648.8994372020263,Medium,Medium,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.691727,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹5,971.87 could not be completed because a temporary network issue interrupted the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_693f75dee322,https://rzp.io/i/mock_75dee322,created
P09932,7272.19,0.2263331772334831,1645.9378681455632,Medium,Low,2,STOP,BLOCKED,2026-08-31T00:01:34.691796,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P08687,3050.14,0.5387536066121712,1643.2739256720479,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.691844,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P09923,3327.72,0.4936006357583784,1642.564707625871,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.691889,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,327.72 could not be completed because there were insufficient funds to complete the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_a22f213b29c5,https://rzp.io/i/mock_213b29c5,created
P06696,3486.04,0.47019422833822405,1639.1158877561825,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.691984,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹3,486.04 could not be completed because a temporary network issue interrupted the payment.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_fbef03eddd71,https://rzp.io/i/mock_03eddd71,created
P07605,4607.56,0.35562459147153036,1638.5616426805645,Medium,High,0,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.692066,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹4,607.56 could not be completed because the payment authentication could not be completed.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_ffc3f7b27fdd,https://rzp.io/i/mock_f7b27fdd,created
P02152,3212.41,0.5093982048283322,1636.3958871725827,Medium,Low,0,STOP,BLOCKED,2026-08-31T00:01:34.692156,Recovery attempt limit reached or recovery opportunity is not suitable,,,,
P09517,5405.02,0.3023856017837503,1634.4002253532062,Medium,High,1,GENERATE_PAYMENT_LINK,APPROVED,2026-08-31T00:01:34.692207,Recovery opportunity is suitable for automated customer recovery,"Hi,

Your recent payment of ₹5,405.02 could not be completed because the payment authentication could not be completed.

You can complete the payment using the secure payment link provided below.

If you have already completed the payment, please ignore this message.

Thank you.",plink_test_87ff06dbe920,https://rzp.io/i/mock_06dbe920,created
